,--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
61,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,True,2365320,bytes,17852
62,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,5006632,bytes,32870
63,True,False,True,True,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,1889776,bytes,15212
64,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,1799824,bytes,14397
65,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,1718704,bytes,13946
66,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,4811504,bytes,31570
67,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,4044120,bytes,26126
68,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,2311096,bytes,17543
69,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,4634024,bytes,29468
70,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,2453816,bytes,18454
71,False,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,2248696,bytes,17388
72,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,1786800,bytes,14262
73,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,1603640,bytes,12816
74,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5752440,bytes,37487
75,True,False,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,2128816,bytes,16615
76,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,2334480,bytes,16957
77,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,2589144,bytes,18117
78,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,4922880,bytes,32029
79,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,5697088,bytes,36158
80,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,2150008,bytes,15720
81,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,5280408,bytes,34292
